Geneid	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/188_F_CB2YGANXX_TTAGGC_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/179_F_CB2YGANXX_ATCACG_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/192_F_CB2YGANXX_ACAGTG_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/190_F_CB2YGANXX_TGACCA_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/187_F_CB2YGANXX_CGATGT_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/194_F_CB2YGANXX_GCCAAT_L001Aligned.sortedByCoord.out.bam
ENSRNOG00000008512	81	150	121	116	142	168
ENSRNOG00000008090	429	453	251	546	817	752
ENSRNOG00000008001	1	2	2	0	0	0
ENSRNOG00000053809	0	0	0	0	0	1
ENSRNOG00000007111	465	768	905	1388	1275	1832
ENSRNOG00000040424	2	0	0	0	1	0
ENSRNOG00000033593	762	1000	694	1508	2367	2325
ENSRNOG00000052483	1	6	4	4	6	2
ENSRNOG00000037710	8	3	8	2	1	0
ENSRNOG00000010299	775	1312	1287	1812	1703	2665
ENSRNOG00000009519	0	0	0	0	0	0
ENSRNOG00000057589	148	210	258	393	308	404
ENSRNOG00000056985	2	5	1	3	6	1
ENSRNOG00000009138	0	0	0	0	0	0
ENSRNOG00000060425	0	0	0	0	0	0
ENSRNOG00000047573	0	0	0	0	0	0
ENSRNOG00000042667	0	0	0	0	0	0
ENSRNOG00000056344	1	1	7	0	0	4
ENSRNOG00000008956	75	136	251	365	353	345
ENSRNOG00000050523	24	30	44	30	41	73
ENSRNOG00000045662	0	0	0	0	0	2
ENSRNOG00000008523	392	520	479	999	1375	1536
ENSRNOG00000008105	0	0	2	1	0	0
ENSRNOG00000023601	12	8	6	3	1	0
ENSRNOG00000033097	2	0	0	0	0	0
ENSRNOG00000008025	8	21	47	40	35	51
ENSRNOG00000045298	0	0	0	0	0	0
ENSRNOG00000008011	0	1	0	3	0	0
ENSRNOG00000059783	0	1	0	0	0	0
ENSRNOG00000007568	70	58	46	139	144	189
ENSRNOG00000042950	20	11	9	8	0	0
ENSRNOG00000037680	4	0	5	1	0	0
ENSRNOG00000043194	3	1	5	1	1	0
ENSRNOG00000042047	0	2	2	0	0	0
ENSRNOG00000055693	0	0	0	0	0	0
ENSRNOG00000052717	0	0	0	0	0	0
ENSRNOG00000060658	0	0	0	0	0	0
ENSRNOG00000060855	0	0	0	0	0	0
ENSRNOG00000022988	1	3	1	0	1	0
ENSRNOG00000052085	3	1	1	1	2	3
ENSRNOG00000029141	15	14	28	21	6	16
ENSRNOG00000035079	2	2	2	0	0	0
ENSRNOG00000057467	2	0	0	0	0	0
ENSRNOG00000007759	2	0	0	0	0	0
ENSRNOG00000051636	1	11	9	3	3	10
ENSRNOG00000052757	13	9	10	16	31	39
ENSRNOG00000007770	0	0	0	1	0	0
ENSRNOG00000007775	1143	1664	786	2751	3749	3500
ENSRNOG00000051625	2	0	0	1	0	1
ENSRNOG00000057688	8	25	59	28	36	44
ENSRNOG00000057760	188	442	484	953	689	1232
ENSRNOG00000025051	554	1392	2559	3604	2625	3451
ENSRNOG00000060975	3	0	1	0	0	0
ENSRNOG00000008161	0	6	5	14	5	5
ENSRNOG00000055373	1	0	2	0	0	0
ENSRNOG00000043513	12	3	1	4	0	0
ENSRNOG00000061356	4	1	2	2	0	0
ENSRNOG00000008842	8	4	7	2	0	0
ENSRNOG00000030154	6	0	4	0	0	0
ENSRNOG00000011019	0	0	0	0	0	0
ENSRNOG00000050409	0	0	0	0	0	0
ENSRNOG00000012020	0	0	0	0	0	0
ENSRNOG00000033231	6	3	4	1	0	0
ENSRNOG00000009741	7	1	0	0	0	0
ENSRNOG00000009597	14	6	6	1	0	0
ENSRNOG00000055078	25	26	43	39	25	25
ENSRNOG00000010091	776	1035	804	1730	1532	1866
ENSRNOG00000010162	6	0	6	2	1	1
ENSRNOG00000010169	110	173	158	258	228	399
ENSRNOG00000037620	105	141	151	272	165	208
ENSRNOG00000010381	296	604	998	1047	793	1063
ENSRNOG00000037618	1	3	3	0	1	0
ENSRNOG00000010835	36	6	9	8	0	1
ENSRNOG00000045949	0	0	0	0	0	0
ENSRNOG00000050634	0	0	0	0	0	0
ENSRNOG00000046192	0	0	0	0	0	0
ENSRNOG00000012550	2217	2542	3447	6574	4636	4980
ENSRNOG00000013642	102	183	400	231	149	287
ENSRNOG00000013148	79	147	391	272	181	351
ENSRNOG00000023459	9	14	23	11	11	13
ENSRNOG00000023455	130	129	224	134	139	153
ENSRNOG00000023320	14	4	13	3	0	1
ENSRNOG00000049874	3	1	3	0	0	0
ENSRNOG00000000145	97	129	120	104	144	205
ENSRNOG00000058476	195	281	696	790	390	609
ENSRNOG00000060244	5	7	14	6	7	4
ENSRNOG00000061573	1	0	0	0	0	0
ENSRNOG00000016183	181	357	472	615	573	870
ENSRNOG00000029152	191	255	114	528	570	643
ENSRNOG00000037595	177	321	364	442	420	589
ENSRNOG00000023216	36	55	86	111	98	104
ENSRNOG00000016454	619	1248	1210	1857	3271	3292
ENSRNOG00000016727	1759	2633	3734	2827	3925	3455
ENSRNOG00000060163	0	0	1	3	0	0
ENSRNOG00000017194	980	956	336	1364	3403	2329
ENSRNOG00000017233	12	25	41	46	35	51
ENSRNOG00000022953	24	16	37	39	32	44
ENSRNOG00000017282	58	115	207	162	106	168
ENSRNOG00000050606	1	3	4	0	0	0
ENSRNOG00000056532	1	0	0	3	0	0
ENSRNOG00000017561	91	133	183	288	253	347
ENSRNOG00000017887	49	57	164	99	56	97
ENSRNOG00000018143	8	1	8	10	6	7
ENSRNOG00000055526	0	0	0	0	0	0
ENSRNOG00000060295	0	0	0	0	0	0
ENSRNOG00000018160	13	22	27	51	21	35
ENSRNOG00000054377	0	0	0	1	0	0
ENSRNOG00000060109	1	0	0	1	0	0
ENSRNOG00000048081	0	0	0	0	0	0
ENSRNOG00000018211	563	1574	4128	4102	3198	4210
ENSRNOG00000018363	42	89	195	158	91	125
ENSRNOG00000018375	86	131	128	253	289	322
ENSRNOG00000057616	14	7	13	8	2	1
ENSRNOG00000042163	41	73	95	78	60	65
ENSRNOG00000018463	2	2	3	3	1	0
ENSRNOG00000018484	49	49	71	62	39	46
ENSRNOG00000018749	12	2	12	3	0	0
ENSRNOG00000054626	1940	3786	3051	11113	8152	8242
ENSRNOG00000057993	4	5	4	1	5	1
ENSRNOG00000055378	1	7	9	11	2	10
ENSRNOG00000061361	84	121	68	179	208	110
ENSRNOG00000054324	3	7	13	8	3	2
ENSRNOG00000019100	145	363	499	688	757	906
ENSRNOG00000059272	3816	6614	7395	7242	2252	2777
ENSRNOG00000061093	217	370	513	386	226	181
ENSRNOG00000059280	1949	3744	2225	3046	1877	1467
ENSRNOG00000031494	6	2	9	2	2	3
ENSRNOG00000019186	25	18	28	33	17	33
ENSRNOG00000019236	148	263	657	383	278	400
ENSRNOG00000019381	131	126	154	162	219	173
ENSRNOG00000044644	1	1	2	1	1	2
ENSRNOG00000019407	105	161	201	173	219	275
ENSRNOG00000060378	1	0	0	0	0	0
ENSRNOG00000019479	12	1	2	2	0	0
ENSRNOG00000019484	49	141	443	353	118	253
ENSRNOG00000019586	3	7	6	4	1	5
ENSRNOG00000019609	44	51	95	106	61	65
ENSRNOG00000019655	603	667	1127	750	1072	787
ENSRNOG00000019735	28	29	101	46	18	39
ENSRNOG00000019758	59	112	213	153	85	160
ENSRNOG00000019842	3	5	2	0	1	2
ENSRNOG00000019843	29	32	40	44	38	48
ENSRNOG00000041600	0	0	1	0	0	0
ENSRNOG00000019956	302	532	1117	798	633	905
ENSRNOG00000019977	140	173	299	322	209	261
ENSRNOG00000057488	11	8	13	5	3	7
ENSRNOG00000037518	25	53	85	94	39	65
ENSRNOG00000028659	101	131	523	300	102	200
ENSRNOG00000028477	85	140	186	219	251	280
ENSRNOG00000028448	316	603	964	1072	774	1050
ENSRNOG00000028415	66	203	515	417	301	528
ENSRNOG00000062258	1	2	1	2	1	4
ENSRNOG00000028377	17	21	78	25	16	9
ENSRNOG00000056744	0	1	0	0	0	0
ENSRNOG00000055686	1	2	5	13	6	8
ENSRNOG00000020173	233	373	710	511	333	378
ENSRNOG00000062077	7	11	13	30	12	16
ENSRNOG00000062083	0	0	0	0	0	0
ENSRNOG00000020259	5	4	2	0	0	0
ENSRNOG00000006924	4	2	11	1	0	1
ENSRNOG00000045872	2	0	2	1	0	0
ENSRNOG00000007037	13	13	13	15	4	3
ENSRNOG00000050287	0	0	0	0	0	0
ENSRNOG00000048998	0	0	0	0	0	0
ENSRNOG00000031027	0	0	0	0	0	0
ENSRNOG00000061137	0	0	0	0	0	0
ENSRNOG00000050162	0	0	0	0	0	0
ENSRNOG00000049347	0	0	0	0	0	0
ENSRNOG00000047595	0	0	0	0	0	0
ENSRNOG00000045867	2	3	2	1	0	0
ENSRNOG00000046223	2	0	1	1	0	0
ENSRNOG00000047815	3	0	2	0	0	0
ENSRNOG00000051949	1	0	1	0	0	0
ENSRNOG00000057360	0	0	0	0	0	0
ENSRNOG00000045760	0	0	0	0	0	0
ENSRNOG00000049373	0	0	0	0	0	0
ENSRNOG00000057199	0	0	0	0	0	0
ENSRNOG00000060798	0	0	0	0	0	0
ENSRNOG00000050546	0	0	0	0	0	0
ENSRNOG00000047452	0	0	0	0	0	0
ENSRNOG00000050481	0	0	0	0	0	0
ENSRNOG00000058382	0	0	1	1	0	0
ENSRNOG00000050435	2	0	1	2	0	0
ENSRNOG00000057338	4	1	2	0	0	0
ENSRNOG00000047897	0	0	1	0	0	0
ENSRNOG00000048408	6	0	1	0	0	1
ENSRNOG00000007232	6	2	6	3	0	1
ENSRNOG00000054036	2	0	1	1	0	0
ENSRNOG00000007284	564	286	92	107	179	136
ENSRNOG00000007398	23	36	48	57	45	60
ENSRNOG00000000335	297	1007	3063	1799	1249	1919
ENSRNOG00000007404	53	82	62	112	130	127
ENSRNOG00000006658	16	2	11	2	0	1
ENSRNOG00000027455	32	34	62	49	52	54
ENSRNOG00000053991	213	237	437	259	297	396
ENSRNOG00000007922	6	4	4	2	0	0
ENSRNOG00000023786	1134	1321	955	2421	2101	2504
ENSRNOG00000008489	240	371	202	659	963	854
ENSRNOG00000046174	1	1	1	0	0	0
ENSRNOG00000008560	35	32	49	68	55	88
ENSRNOG00000053773	1	1	2	3	0	2
ENSRNOG00000008572	25	32	47	48	36	38
ENSRNOG00000022199	7	2	4	3	1	2
ENSRNOG00000008625	6	7	9	12	4	8
ENSRNOG00000061851	183	256	298	413	429	564
ENSRNOG00000034246	124	142	61	310	290	202
ENSRNOG00000054301	5	7	3	5	4	2
ENSRNOG00000008849	13	7	14	12	2	4
ENSRNOG00000008979	2	1	2	0	0	1
ENSRNOG00000043531	0	0	0	0	0	0
ENSRNOG00000059592	0	0	0	0	0	0
ENSRNOG00000009341	100	84	193	198	58	144
ENSRNOG00000009390	1	1	0	0	0	0
ENSRNOG00000032639	2	0	1	1	0	0
ENSRNOG00000054075	1	0	0	0	0	0
ENSRNOG00000032183	64	99	310	181	133	298
ENSRNOG00000009906	16	20	50	24	10	22
ENSRNOG00000009963	237	367	383	626	686	729
ENSRNOG00000046607	5	19	117	23	14	35
ENSRNOG00000060435	11	3	3	5	0	3
ENSRNOG00000010735	219	383	406	758	645	1022
ENSRNOG00000035567	0	1	0	1	0	3
ENSRNOG00000035640	0	0	1	0	0	1
ENSRNOG00000011171	12	2	5	5	0	0
ENSRNOG00000056882	0	1	0	0	0	0
ENSRNOG00000037432	201	278	218	401	440	374
ENSRNOG00000028662	38	23	24	50	40	70
ENSRNOG00000011421	321	528	791	949	548	841
ENSRNOG00000011484	13	9	13	12	12	6
ENSRNOG00000011502	51	59	158	57	19	130
ENSRNOG00000012054	529	843	672	774	1205	1396
ENSRNOG00000055737	2	4	0	0	2	6
ENSRNOG00000012340	2	1	2	0	0	2
ENSRNOG00000027921	840	1396	949	2269	2897	3523
ENSRNOG00000059975	0	0	3	0	0	0
ENSRNOG00000012595	4	8	1	4	5	8
ENSRNOG00000012616	690	869	645	1122	1645	1548
ENSRNOG00000013492	2107	3781	2583	5976	7537	6856
ENSRNOG00000014008	10	4	14	7	2	1
ENSRNOG00000014259	51	69	101	88	58	54
ENSRNOG00000014274	129	221	228	337	323	487
ENSRNOG00000033209	7	2	5	0	0	0
ENSRNOG00000014762	178	260	349	316	492	432
ENSRNOG00000050983	8	6	9	4	0	0
ENSRNOG00000015283	15	25	23	17	25	25
ENSRNOG00000015318	28	25	52	41	12	22
ENSRNOG00000015642	307	613	1382	1912	869	1604
ENSRNOG00000060810	3497	4644	3686	2820	7844	3590
ENSRNOG00000058533	335	532	416	328	437	201
ENSRNOG00000030155	15	22	48	40	20	32
ENSRNOG00000016047	6004	8621	10096	11203	14199	22451
ENSRNOG00000059742	0	0	0	1	0	0
ENSRNOG00000026646	142	190	115	282	351	342
ENSRNOG00000026610	318	575	446	990	1027	1149
ENSRNOG00000061027	7	3	17	12	5	15
ENSRNOG00000026592	44	41	65	78	55	85
ENSRNOG00000037368	8	3	6	2	0	0
ENSRNOG00000017166	162	317	340	535	540	608
ENSRNOG00000017426	426	534	386	882	855	869
ENSRNOG00000057580	1	2	0	0	0	0
ENSRNOG00000049397	0	0	0	0	0	0
ENSRNOG00000050240	0	0	0	0	0	0
ENSRNOG00000058834	0	0	0	0	0	0
ENSRNOG00000054370	0	0	1	0	0	0
ENSRNOG00000052899	4	1	2	1	0	0
ENSRNOG00000046811	0	0	0	0	0	0
ENSRNOG00000058812	0	0	0	0	0	0
ENSRNOG00000047686	2	1	2	5	0	1
ENSRNOG00000007174	227	313	208	578	644	778
ENSRNOG00000056078	0	0	0	0	0	0
ENSRNOG00000007541	26	49	82	70	38	52
ENSRNOG00000007629	491	697	715	1030	1206	1666
ENSRNOG00000036473	0	0	2	1	0	1
ENSRNOG00000048506	35	43	104	61	58	82
ENSRNOG00000048648	0	0	1	0	0	0
ENSRNOG00000025724	14	17	24	58	23	33
ENSRNOG00000042421	28	44	56	51	63	55
ENSRNOG00000025424	37	57	183	121	119	119
ENSRNOG00000025349	5	1	0	1	0	0
ENSRNOG00000048618	1	0	1	0	0	0
ENSRNOG00000037340	13	8	10	5	1	1
ENSRNOG00000053132	0	0	0	0	0	0
ENSRNOG00000031431	66	133	444	320	260	386
ENSRNOG00000025065	14	12	18	6	10	17
ENSRNOG00000009656	30	56	95	88	50	66
ENSRNOG00000009430	228	393	440	626	867	965
ENSRNOG00000024957	11	10	10	7	8	9
ENSRNOG00000024889	4	2	1	2	0	0
ENSRNOG00000009309	60	91	208	160	55	158
ENSRNOG00000009131	80	94	171	99	73	58
ENSRNOG00000061538	1	0	0	0	0	0
ENSRNOG00000052030	0	1	0	0	0	0
ENSRNOG00000008992	11	5	8	5	2	1
ENSRNOG00000057914	1	1	0	1	0	0
ENSRNOG00000008759	741	1224	1094	1473	1030	824
ENSRNOG00000008279	202	326	256	799	490	770
ENSRNOG00000026978	21	19	34	35	36	53
ENSRNOG00000025716	24	38	46	98	82	101
ENSRNOG00000025679	80	188	404	251	139	158
ENSRNOG00000024818	70	137	393	193	124	172
ENSRNOG00000024566	14	11	23	20	9	7
ENSRNOG00000009977	960	1708	1911	2767	2477	4290
ENSRNOG00000010237	124	204	468	350	215	251
ENSRNOG00000010550	209	225	229	283	360	362
ENSRNOG00000010841	169	264	270	191	343	253
ENSRNOG00000010849	53	77	166	84	123	127
ENSRNOG00000011033	19	3	30	16	8	27
ENSRNOG00000034269	134	190	194	246	328	416
ENSRNOG00000055915	63	104	188	209	134	242
ENSRNOG00000025596	61	101	116	183	174	210
ENSRNOG00000011332	64	180	310	328	308	536
ENSRNOG00000048060	0	0	0	0	0	0
ENSRNOG00000011463	306	500	356	1193	1080	1287
ENSRNOG00000027595	2	1	5	1	1	0
ENSRNOG00000011751	28	40	163	69	39	56
ENSRNOG00000012204	143	251	448	439	272	383
ENSRNOG00000053219	0	0	0	0	0	0
ENSRNOG00000058210	1	2	2	1	0	3
ENSRNOG00000012397	272	389	401	797	722	1156
ENSRNOG00000029310	3	2	2	2	0	0
ENSRNOG00000058461	634	934	1461	1379	2023	2296
ENSRNOG00000013855	125	320	347	558	411	794
ENSRNOG00000013865	97	176	138	209	269	364
ENSRNOG00000054832	0	0	0	0	0	0
ENSRNOG00000028083	55	42	20	74	164	117
ENSRNOG00000014302	16	8	12	5	0	0
ENSRNOG00000014352	30	42	84	38	32	27
ENSRNOG00000056999	0	0	0	0	0	0
ENSRNOG00000014357	24	48	46	30	23	27
ENSRNOG00000014372	1	0	2	0	0	1
ENSRNOG00000026910	14	7	10	5	0	2
ENSRNOG00000059897	3	1	0	1	0	1
ENSRNOG00000048129	10	2	4	6	0	0
ENSRNOG00000047495	0	0	0	0	0	0
ENSRNOG00000047376	0	0	0	0	0	0
ENSRNOG00000059532	0	0	0	0	0	0
ENSRNOG00000052753	7	17	27	26	24	41
ENSRNOG00000021609	2	1	0	0	1	0
ENSRNOG00000057617	0	0	0	0	0	0
ENSRNOG00000007057	45	30	28	16	9	10
ENSRNOG00000032889	3	2	1	0	0	0
ENSRNOG00000005886	33	30	62	43	34	55
ENSRNOG00000042455	46	19	34	30	6	19
ENSRNOG00000006004	151	201	343	296	179	269
ENSRNOG00000005935	130	182	131	164	127	144
ENSRNOG00000043364	5	9	35	15	2	13
ENSRNOG00000049496	2	3	10	9	1	5
ENSRNOG00000051507	14	13	13	10	7	5
ENSRNOG00000000122	349	637	938	1134	1116	1318
ENSRNOG00000000123	127	221	201	316	274	251
ENSRNOG00000024259	19	2	13	6	0	0
ENSRNOG00000006979	7	3	0	2	1	0
ENSRNOG00000030238	39	30	57	40	37	29
ENSRNOG00000007099	199	275	295	441	507	663
ENSRNOG00000059952	6	9	6	10	3	3
ENSRNOG00000007213	152	314	694	467	380	527
ENSRNOG00000008113	56	48	93	145	41	40
ENSRNOG00000008118	32	19	30	23	30	29
ENSRNOG00000021492	301	466	522	708	1020	1150
ENSRNOG00000008226	260	296	298	551	653	595
ENSRNOG00000008300	27	34	48	53	44	76
ENSRNOG00000051511	1	0	0	0	0	0
ENSRNOG00000008548	3	2	1	2	0	1
ENSRNOG00000026898	6	3	2	2	1	2
ENSRNOG00000030173	0	1	0	0	0	0
ENSRNOG00000008338	254	565	1139	1379	1068	1545
ENSRNOG00000041331	1	0	1	0	0	0
ENSRNOG00000008693	8	0	2	2	0	0
ENSRNOG00000042787	0	1	18	0	0	1
ENSRNOG00000058849	2	1	3	0	0	0
ENSRNOG00000009113	6	15	39	31	11	25
ENSRNOG00000009568	428	950	1426	1336	801	1838
ENSRNOG00000009705	40	65	105	151	73	132
ENSRNOG00000049425	31	68	90	139	104	130
ENSRNOG00000047185	233	402	255	1029	1266	1128
ENSRNOG00000049326	31	29	75	66	36	45
ENSRNOG00000048876	2	3	6	0	2	1
ENSRNOG00000048553	24	41	58	57	41	75
ENSRNOG00000047578	51	102	117	138	141	147
ENSRNOG00000048242	156	313	524	407	507	558
ENSRNOG00000000127	389	649	819	702	887	1002
ENSRNOG00000023746	23	29	101	61	26	66
ENSRNOG00000046794	487	637	713	1028	1085	1436
ENSRNOG00000050044	785	1193	1151	2616	2246	2417
ENSRNOG00000058676	9	3	4	5	1	2
ENSRNOG00000061368	0	0	0	0	0	0
ENSRNOG00000014375	30	19	54	21	6	5
ENSRNOG00000031475	496	789	985	373	677	554
ENSRNOG00000013972	78	135	188	148	209	235
ENSRNOG00000013838	14	1	6	3	0	0
ENSRNOG00000013179	93	207	462	436	248	337
ENSRNOG00000024788	4	2	1	1	0	0
ENSRNOG00000012989	21	20	48	32	14	25
ENSRNOG00000059632	3	0	4	0	0	0
ENSRNOG00000055493	0	0	0	0	0	0
ENSRNOG00000053073	0	0	0	0	0	0
ENSRNOG00000012879	44	32	89	23	291	54
ENSRNOG00000012266	263	408	389	588	696	722
ENSRNOG00000055928	1	0	0	0	0	0
ENSRNOG00000012219	167	347	282	655	832	724
ENSRNOG00000011445	19	16	20	36	13	18
ENSRNOG00000011709	410	762	1126	1760	1529	2185
ENSRNOG00000061554	1	2	5	3	6	7
ENSRNOG00000055929	0	0	0	0	0	0
ENSRNOG00000060242	0	0	1	1	3	3
ENSRNOG00000011927	309	381	1481	1079	390	704
ENSRNOG00000059967	0	0	0	0	0	0
ENSRNOG00000011054	1087	1881	2622	3615	1941	3280
ENSRNOG00000010932	9	3	1	3	0	0
ENSRNOG00000059520	2	0	0	0	0	0
ENSRNOG00000061098	2	0	1	1	0	0
ENSRNOG00000061203	0	0	1	0	0	0
ENSRNOG00000058693	2	0	0	1	0	0
ENSRNOG00000013515	34	28	71	39	18	32
ENSRNOG00000028047	36	64	105	125	130	124
ENSRNOG00000010007	103	166	429	251	157	314
ENSRNOG00000032018	1	4	6	3	0	0
ENSRNOG00000010037	737	2115	4275	6449	2987	7041
ENSRNOG00000010531	4	0	0	2	0	0
ENSRNOG00000010892	240	364	315	590	705	907
ENSRNOG00000010910	110	188	299	362	292	452
ENSRNOG00000053078	120	173	260	251	178	213
ENSRNOG00000048288	163	273	375	725	452	646
ENSRNOG00000055426	1	8	15	13	11	13
ENSRNOG00000056898	0	0	0	0	0	0
ENSRNOG00000053163	0	0	0	0	0	0
ENSRNOG00000061214	0	0	0	0	0	0
ENSRNOG00000059457	0	0	0	0	0	0
ENSRNOG00000055344	58	92	106	159	165	207
ENSRNOG00000050106	70	168	447	270	230	332
ENSRNOG00000054209	0	0	0	0	0	0
ENSRNOG00000061536	1487	2109	3497	1628	2448	1923
ENSRNOG00000061662	2667	3622	4406	3347	5908	4504
ENSRNOG00000046922	42	95	159	163	87	145
ENSRNOG00000047303	19	35	89	45	34	69
ENSRNOG00000042785	88	127	209	182	112	137
ENSRNOG00000013300	811	1625	2175	4531	3241	4228
ENSRNOG00000013255	389	652	578	1452	1448	1647
ENSRNOG00000049006	0	0	0	0	0	0
ENSRNOG00000013231	268	340	401	691	410	466
ENSRNOG00000010396	299	491	734	1024	664	1079
ENSRNOG00000024312	12	18	49	37	19	19
ENSRNOG00000042326	26	71	50	117	112	74
ENSRNOG00000053308	2	1	0	2	0	0
ENSRNOG00000013005	108	208	226	527	651	673
ENSRNOG00000012965	180	193	192	284	185	155
ENSRNOG00000048439	2	0	3	1	2	2
ENSRNOG00000059550	175	321	398	513	405	604
ENSRNOG00000060447	0	1	1	0	0	0
ENSRNOG00000057829	295	493	114	734	995	421
ENSRNOG00000011804	559	658	429	946	1473	1380
ENSRNOG00000011254	44	49	49	151	99	132
ENSRNOG00000055754	0	1	0	0	0	0
ENSRNOG00000009912	523	996	1138	1479	975	1157
ENSRNOG00000042855	39	53	268	96	41	63
ENSRNOG00000009805	173	250	456	646	475	560
ENSRNOG00000009540	5	2	7	2	1	0
ENSRNOG00000009505	3	6	16	20	8	19
ENSRNOG00000008936	37	35	84	75	41	62
ENSRNOG00000008600	15	40	68	43	17	36
ENSRNOG00000008564	52	80	237	119	102	133
ENSRNOG00000008377	57	114	390	262	96	200
ENSRNOG00000007982	59	98	249	193	85	96
ENSRNOG00000047983	0	0	0	0	0	0
ENSRNOG00000057705	3	2	0	1	0	0
ENSRNOG00000056153	9	2	8	5	1	7
ENSRNOG00000055936	0	0	1	1	0	0
ENSRNOG00000055933	0	0	0	0	0	0
ENSRNOG00000049922	0	0	0	0	0	0
ENSRNOG00000051720	120	266	329	596	517	777
ENSRNOG00000007229	4	4	16	3	4	10
ENSRNOG00000007097	17	26	81	48	36	46
ENSRNOG00000007083	34	71	182	112	68	119
ENSRNOG00000033153	3	10	8	6	2	10
ENSRNOG00000058156	36	75	161	68	58	71
ENSRNOG00000060811	4	1	1	2	0	2
ENSRNOG00000000121	19	61	132	109	50	102
ENSRNOG00000006137	287	608	1202	1452	691	1048
ENSRNOG00000056863	1	1	1	0	0	0
ENSRNOG00000042411	146	323	654	704	351	622
ENSRNOG00000051615	1340	3697	4915	4834	3416	5180
ENSRNOG00000014665	130	202	260	245	217	328
ENSRNOG00000060320	26	45	31	29	39	34
ENSRNOG00000057957	25	11	19	17	1	0
ENSRNOG00000015403	45	166	201	467	223	360
ENSRNOG00000031506	14	5	2	18	3	3
ENSRNOG00000036471	0	0	0	0	0	0
ENSRNOG00000015476	36	62	133	110	81	63
ENSRNOG00000015967	254	489	1130	624	350	562
ENSRNOG00000016249	105	213	452	379	290	476
ENSRNOG00000037191	6	2	5	1	1	2
ENSRNOG00000016312	15	11	7	4	0	0
ENSRNOG00000022838	13	7	20	4	5	5
ENSRNOG00000016392	34	50	68	88	61	75
ENSRNOG00000054734	2	0	0	2	0	0
ENSRNOG00000016491	18	17	62	40	32	30
ENSRNOG00000016536	211	307	289	650	744	884
ENSRNOG00000016543	32	16	24	5	15	5
ENSRNOG00000054142	18	8	19	15	6	10
ENSRNOG00000016776	12	9	24	14	6	10
ENSRNOG00000057698	0	2	0	1	0	0
ENSRNOG00000022288	38	65	127	89	56	81
ENSRNOG00000016810	357	761	1504	1973	1016	2363
ENSRNOG00000045542	0	0	0	0	0	0
ENSRNOG00000022054	52	87	107	74	66	75
ENSRNOG00000022030	30	68	186	119	69	143
ENSRNOG00000016937	316	425	564	763	739	848
ENSRNOG00000017078	75	117	215	164	115	147
ENSRNOG00000017087	135	186	251	282	205	164
ENSRNOG00000000151	22	35	109	44	34	62
ENSRNOG00000060465	0	0	0	0	0	0
ENSRNOG00000057126	0	0	0	0	0	0
ENSRNOG00000053363	0	0	0	0	0	0
ENSRNOG00000056156	242	404	451	733	745	999
ENSRNOG00000017130	390	987	1866	2999	2411	2781
ENSRNOG00000017279	353	747	748	1194	964	1283
ENSRNOG00000017309	666	1125	1536	1564	1830	2431
ENSRNOG00000060597	276	474	490	1071	907	1291
ENSRNOG00000054630	1	1	1	2	0	0
ENSRNOG00000054217	7	13	42	12	8	13
ENSRNOG00000047722	5	1	3	0	0	0
ENSRNOG00000018109	173	229	494	281	213	452
ENSRNOG00000018194	526	761	1139	1082	1064	1469
ENSRNOG00000048139	1	4	1	0	1	1
ENSRNOG00000018576	12	28	84	38	23	33
ENSRNOG00000036470	1	0	0	0	0	0
ENSRNOG00000037165	13	15	45	45	15	33
ENSRNOG00000031448	7	2	8	4	1	0
ENSRNOG00000045994	3	0	0	0	0	0
ENSRNOG00000041443	0	0	2	0	0	0
ENSRNOG00000029427	10	3	9	4	0	0
ENSRNOG00000051842	0	0	0	0	0	0
ENSRNOG00000026676	1	1	2	0	0	0
ENSRNOG00000033984	36	32	17	23	28	30
ENSRNOG00000027976	25	15	18	13	0	0
ENSRNOG00000054640	0	0	0	0	0	0
ENSRNOG00000032994	39	14	50	13	5	11
ENSRNOG00000007992	197	370	313	739	1057	1265
ENSRNOG00000009248	1703	1980	935	3827	5714	5222
ENSRNOG00000009260	70	127	257	225	139	155
ENSRNOG00000009325	611	873	812	1276	1344	1330
ENSRNOG00000009422	64	96	151	104	93	92
ENSRNOG00000009712	49	69	116	110	96	109
ENSRNOG00000010067	27	76	182	117	62	106
ENSRNOG00000010873	92	122	224	353	295	321
ENSRNOG00000010902	569	992	997	1669	1223	1834
ENSRNOG00000055279	0	1	0	0	0	0
ENSRNOG00000026260	5803	6789	6333	29547	21530	18974
ENSRNOG00000054578	6	2	2	4	1	2
ENSRNOG00000060478	1	2	0	1	0	0
ENSRNOG00000059718	0	0	0	0	0	0
ENSRNOG00000026124	211	241	946	300	260	419
ENSRNOG00000047741	385	1166	3705	2027	1763	2111
ENSRNOG00000049714	40	37	37	22	22	18
