Geneid	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/188_F_CB2YGANXX_TTAGGC_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/179_F_CB2YGANXX_ATCACG_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/192_F_CB2YGANXX_ACAGTG_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/190_F_CB2YGANXX_TGACCA_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/187_F_CB2YGANXX_CGATGT_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/194_F_CB2YGANXX_GCCAAT_L001Aligned.sortedByCoord.out.bam
ENSRNOG00000028225	8	5	6	1	2	0
ENSRNOG00000009548	241	281	120	282	678	591
ENSRNOG00000009555	10	7	7	6	13	11
ENSRNOG00000056191	1	2	0	0	0	0
ENSRNOG00000049917	4	0	0	1	0	0
ENSRNOG00000058005	1	0	1	1	1	0
ENSRNOG00000021410	7	3	12	24	9	22
ENSRNOG00000051010	0	0	0	0	0	0
ENSRNOG00000056607	0	0	2	0	0	0
ENSRNOG00000048305	8	0	1	0	0	0
ENSRNOG00000009990	650	1069	836	1849	2527	3503
ENSRNOG00000035617	1	2	0	4	5	11
ENSRNOG00000010325	3	10	24	19	8	12
ENSRNOG00000051869	1	2	1	0	0	0
ENSRNOG00000053997	0	3	2	0	0	0
ENSRNOG00000061742	1	1	3	0	0	0
ENSRNOG00000010658	3	5	6	7	8	8
ENSRNOG00000058723	0	0	0	0	0	0
ENSRNOG00000055558	1	0	0	0	0	0
ENSRNOG00000009503	288	549	181	1416	2205	2144
ENSRNOG00000057089	0	0	0	0	0	0
ENSRNOG00000011340	141	188	228	428	387	515
ENSRNOG00000029592	341	550	742	803	1212	1606
ENSRNOG00000011555	191	304	317	387	577	661
ENSRNOG00000011980	9	3	5	3	0	0
ENSRNOG00000060812	0	1	2	0	0	0
ENSRNOG00000009582	6	1	6	5	0	0
ENSRNOG00000036816	576	777	512	495	1120	1189
ENSRNOG00000053300	0	0	0	0	0	0
ENSRNOG00000059271	20	14	43	33	26	45
ENSRNOG00000049825	0	0	0	0	0	0
ENSRNOG00000007066	6	1	5	2	0	0
ENSRNOG00000006859	153	178	214	322	260	423
ENSRNOG00000006846	2	0	0	1	1	0
ENSRNOG00000028311	3	3	7	19	12	18
ENSRNOG00000006718	134	270	552	444	265	567
ENSRNOG00000006120	4	0	3	3	0	0
ENSRNOG00000056565	5	4	3	2	0	0
ENSRNOG00000058840	1	0	0	0	0	0
ENSRNOG00000051731	0	1	0	0	0	0
ENSRNOG00000054713	0	0	0	0	0	0
ENSRNOG00000058122	1	4	2	0	0	0
ENSRNOG00000049320	0	0	0	0	0	0
ENSRNOG00000046807	0	0	0	0	0	0
ENSRNOG00000046328	0	0	0	0	0	0
ENSRNOG00000049467	0	0	0	0	0	0
ENSRNOG00000049352	1	0	0	1	0	0
ENSRNOG00000058298	4	0	0	1	0	0
ENSRNOG00000060071	5	0	0	0	1	0
ENSRNOG00000051518	3	0	1	1	0	0
ENSRNOG00000057471	1	0	1	0	0	0
ENSRNOG00000029086	4	0	0	0	0	0
ENSRNOG00000050733	1	1	0	1	0	0
ENSRNOG00000047869	0	0	0	0	0	0
ENSRNOG00000045672	0	0	0	0	0	0
ENSRNOG00000046099	0	0	0	0	0	0
ENSRNOG00000049725	0	0	0	0	0	0
ENSRNOG00000050355	0	0	0	0	0	0
ENSRNOG00000050448	1	1	0	0	0	0
ENSRNOG00000061259	1	1	0	1	0	0
ENSRNOG00000061646	0	0	1	0	0	0
ENSRNOG00000052884	2	0	0	1	0	0
ENSRNOG00000049611	0	0	0	0	0	0
ENSRNOG00000050613	0	0	0	0	0	0
ENSRNOG00000050945	2	0	1	0	0	0
ENSRNOG00000055051	2	2	0	0	0	0
ENSRNOG00000046504	1	1	0	0	0	0
ENSRNOG00000046136	2	0	0	0	0	0
ENSRNOG00000046234	0	0	0	0	0	0
ENSRNOG00000049493	0	0	0	0	0	0
ENSRNOG00000050484	0	0	0	0	0	0
ENSRNOG00000050390	0	0	0	0	0	0
ENSRNOG00000049321	0	0	0	0	0	0
ENSRNOG00000048360	0	0	0	0	0	0
ENSRNOG00000014386	2	1	0	0	0	0
ENSRNOG00000057275	2	0	0	0	0	0
ENSRNOG00000005691	8	13	17	24	25	22
ENSRNOG00000059589	54	79	122	182	158	244
ENSRNOG00000048969	264	399	652	368	516	717
ENSRNOG00000046959	5	0	0	1	0	0
ENSRNOG00000010702	610	1012	1334	1425	1493	2197
ENSRNOG00000041521	1	0	0	0	0	0
ENSRNOG00000052727	1	0	0	0	0	0
ENSRNOG00000010353	310	567	587	1184	968	1363
ENSRNOG00000055910	1	0	0	0	0	0
ENSRNOG00000010278	114	92	2	9	207	3
ENSRNOG00000050173	5	1	4	0	0	0
ENSRNOG00000007131	104	191	502	331	230	338
ENSRNOG00000030547	85	72	75	133	118	145
ENSRNOG00000060116	1	1	1	0	0	0
ENSRNOG00000059626	2	2	5	3	0	1
ENSRNOG00000056937	0	0	0	0	0	0
ENSRNOG00000046876	3	0	0	0	0	0
ENSRNOG00000059246	2	1	0	0	0	0
ENSRNOG00000051878	19	0	2	0	3	1
ENSRNOG00000031855	10	4	4	12	16	7
ENSRNOG00000061925	22	17	22	17	7	9
ENSRNOG00000007493	65	128	180	183	154	229
ENSRNOG00000051942	0	0	0	0	0	1
ENSRNOG00000003548	2	0	0	1	0	0
ENSRNOG00000047067	15	12	7	28	10	4
ENSRNOG00000050369	0	0	0	0	0	0
ENSRNOG00000047114	0	0	0	0	0	0
ENSRNOG00000061080	763	1294	1453	2330	2240	3239
ENSRNOG00000008117	244	304	326	484	580	589
ENSRNOG00000062209	3	0	2	0	0	1
ENSRNOG00000053553	0	0	1	0	0	0
ENSRNOG00000040301	13	11	10	10	12	6
ENSRNOG00000008946	1	0	0	3	5	1
ENSRNOG00000009085	84	86	110	151	134	122
ENSRNOG00000050578	100	160	228	372	259	426
ENSRNOG00000051749	2	2	0	0	0	0
ENSRNOG00000009226	1	0	0	0	0	0
ENSRNOG00000025735	9	12	16	10	5	4
ENSRNOG00000009282	254	509	607	570	536	853
ENSRNOG00000025214	3	1	1	1	0	0
ENSRNOG00000010077	21	14	25	17	20	26
ENSRNOG00000010466	70	112	249	189	106	171
ENSRNOG00000040346	0	0	0	0	0	0
ENSRNOG00000010609	176	271	443	437	509	640
ENSRNOG00000011092	19	8	18	6	0	0
ENSRNOG00000024885	13	5	3	2	0	0
ENSRNOG00000013369	3	0	3	3	0	0
ENSRNOG00000012764	84	118	275	164	102	115
ENSRNOG00000013383	24	32	52	49	45	53
ENSRNOG00000011667	38	90	190	106	68	97
ENSRNOG00000014347	204	294	729	439	279	378
ENSRNOG00000008017	59	124	200	148	135	175
ENSRNOG00000008380	13	5	9	10	5	5
ENSRNOG00000008557	33	50	219	126	67	105
ENSRNOG00000023449	13	7	11	6	1	0
ENSRNOG00000009348	37	57	108	59	37	46
ENSRNOG00000009872	7	0	14	6	1	2
ENSRNOG00000056114	1	0	2	1	0	0
ENSRNOG00000010435	34	78	105	116	96	140
ENSRNOG00000010453	113	127	111	189	229	343
ENSRNOG00000010517	111	214	163	398	445	580
ENSRNOG00000047709	7	7	21	12	13	12
ENSRNOG00000043114	468	653	447	1222	1639	1087
ENSRNOG00000022182	135	191	336	217	254	380
ENSRNOG00000010572	76	120	114	205	196	271
ENSRNOG00000047430	3	5	6	11	7	11
ENSRNOG00000044267	3	3	8	1	2	4
ENSRNOG00000010601	311	609	609	976	1093	1488
ENSRNOG00000021614	823	1204	1106	3160	2556	3993
ENSRNOG00000053570	0	0	0	1	1	0
ENSRNOG00000047921	0	0	0	0	0	0
ENSRNOG00000040214	16	32	99	18	25	31
ENSRNOG00000021533	5	0	0	1	0	0
ENSRNOG00000031486	1	0	1	0	0	0
ENSRNOG00000057606	0	0	0	0	0	0
ENSRNOG00000060177	0	0	0	0	0	0
ENSRNOG00000011519	128	211	224	238	423	452
ENSRNOG00000051718	2	0	1	0	0	0
ENSRNOG00000021441	72	121	197	177	124	258
ENSRNOG00000029686	0	2	0	4	1	3
ENSRNOG00000011616	11	2	2	3	0	1
ENSRNOG00000012026	821	1256	1105	1611	2830	2480
ENSRNOG00000012392	287	442	330	844	904	1279
ENSRNOG00000054659	22	24	31	22	30	22
ENSRNOG00000046520	0	1	4	0	1	2
ENSRNOG00000012693	282	531	507	1100	1419	1470
ENSRNOG00000011363	20	55	104	66	43	67
ENSRNOG00000012785	115	160	207	293	211	314
ENSRNOG00000043035	3	3	6	3	2	3
ENSRNOG00000061330	0	1	0	0	0	0
ENSRNOG00000012817	88	127	126	60	137	198
ENSRNOG00000061010	0	1	0	0	0	0
ENSRNOG00000048371	9	11	40	26	18	48
ENSRNOG00000012932	26	28	21	32	27	34
ENSRNOG00000012881	889	2624	1590	4163	5754	4485
ENSRNOG00000028801	357	509	220	945	988	1017
ENSRNOG00000053011	1	0	0	0	0	0
ENSRNOG00000013135	918	1205	551	1780	2044	2436
ENSRNOG00000013431	230	361	306	669	1005	1176
ENSRNOG00000013510	54	89	37	217	221	194
ENSRNOG00000013517	268	272	350	376	648	821
ENSRNOG00000052731	0	1	0	0	0	0
ENSRNOG00000013962	114	84	149	267	190	391
ENSRNOG00000044574	21	8	5	5	1	2
ENSRNOG00000053454	1	1	0	0	0	0
ENSRNOG00000053390	0	0	0	0	0	0
ENSRNOG00000051840	0	0	0	0	0	0
ENSRNOG00000060937	10	4	1	2	1	0
ENSRNOG00000052417	0	0	0	0	0	0
ENSRNOG00000049486	2	1	0	0	0	0
ENSRNOG00000057096	121	115	175	185	197	326
ENSRNOG00000050676	0	0	0	0	0	0
ENSRNOG00000049555	0	0	0	0	0	0
ENSRNOG00000051497	2	0	0	0	0	0
ENSRNOG00000005268	5	1	3	0	1	0
ENSRNOG00000036463	0	0	0	0	0	0
ENSRNOG00000040108	412	890	886	1114	1303	1727
ENSRNOG00000043176	102	245	94	611	508	922
ENSRNOG00000005906	9	9	2	23	31	25
ENSRNOG00000006526	673	611	126	290	1464	887
ENSRNOG00000055703	2	0	0	1	0	0
ENSRNOG00000007027	140	246	97	254	446	379
ENSRNOG00000039721	7	7	15	4	1	4
ENSRNOG00000033531	253	234	208	146	475	552
ENSRNOG00000005726	114	127	185	270	156	301
ENSRNOG00000062259	0	0	0	0	0	0
ENSRNOG00000062188	0	0	0	0	0	0
ENSRNOG00000060864	0	0	0	0	0	0
ENSRNOG00000062217	0	0	0	0	0	0
ENSRNOG00000055278	0	0	0	0	0	0
ENSRNOG00000062227	1	1	0	0	0	0
ENSRNOG00000062207	1	0	0	0	0	0
ENSRNOG00000006631	15	18	38	47	18	66
ENSRNOG00000035854	44	37	11	16	13	3
ENSRNOG00000054238	0	0	0	1	0	0
ENSRNOG00000051786	2	0	0	0	0	0
ENSRNOG00000058964	0	1	0	0	0	0
ENSRNOG00000054261	2	0	0	0	0	0
ENSRNOG00000023337	76	69	32	45	119	148
ENSRNOG00000007202	340	216	408	313	500	1616
ENSRNOG00000057134	2	1	5	1	0	0
ENSRNOG00000054678	0	0	0	0	0	0
ENSRNOG00000056402	0	0	0	0	0	0
ENSRNOG00000047774	3	0	2	0	0	0
ENSRNOG00000005519	10	2	6	2	0	0
ENSRNOG00000005818	11	7	7	9	7	13
ENSRNOG00000041321	0	0	0	0	0	0
ENSRNOG00000005908	272	355	325	682	998	1361
ENSRNOG00000042758	47	102	182	324	287	364
ENSRNOG00000058220	0	3	0	1	1	4
ENSRNOG00000058980	4	1	2	0	0	0
ENSRNOG00000055165	0	0	1	0	0	0
ENSRNOG00000058022	4	0	1	0	0	0
ENSRNOG00000006779	281	346	297	520	829	1038
ENSRNOG00000008012	515	799	1028	1849	1531	2045
ENSRNOG00000008463	4	3	7	4	1	1
ENSRNOG00000022837	61	116	90	144	202	261
ENSRNOG00000052149	4	8	2	9	5	25
ENSRNOG00000008513	13	28	21	80	104	129
ENSRNOG00000056591	0	0	0	0	0	0
ENSRNOG00000042478	12	22	9	7	15	19
ENSRNOG00000055546	0	0	0	0	0	0
ENSRNOG00000050482	24	66	65	118	171	153
ENSRNOG00000060833	1	0	0	1	0	0
ENSRNOG00000049780	614	1221	963	2013	2557	2480
ENSRNOG00000008602	493	617	501	615	762	812
ENSRNOG00000049791	1	0	0	0	0	0
ENSRNOG00000060859	19	6	0	8	2	0
ENSRNOG00000008594	8	0	1	0	0	0
ENSRNOG00000031306	13	4	9	2	0	1
ENSRNOG00000052253	13	2	1	0	3	0
ENSRNOG00000047380	0	0	0	0	0	0
ENSRNOG00000046950	0	0	0	0	1	0
ENSRNOG00000059360	0	0	0	0	0	0
ENSRNOG00000000017	44	51	41	19	40	39
ENSRNOG00000006076	97	108	105	141	156	179
ENSRNOG00000006114	34	22	25	29	53	66
ENSRNOG00000039863	8	5	12	3	0	0
ENSRNOG00000007098	142	115	84	221	370	365
ENSRNOG00000039862	151	173	213	303	259	397
ENSRNOG00000051419	2	2	4	1	0	0
ENSRNOG00000007151	561	655	321	522	925	981
ENSRNOG00000039860	3	0	4	0	0	0
ENSRNOG00000056741	1	2	3	2	3	3
ENSRNOG00000016242	67	82	61	86	169	108
ENSRNOG00000051486	1	0	0	0	1	0
ENSRNOG00000053844	1	1	0	1	0	0
ENSRNOG00000007234	299	445	500	625	639	998
ENSRNOG00000026319	1846	2481	1900	2351	5224	7113
ENSRNOG00000007899	61	103	57	134	265	274
ENSRNOG00000026196	5	1	3	1	0	1
ENSRNOG00000007937	409	543	457	929	1503	1581
ENSRNOG00000005502	321	423	532	824	636	994
ENSRNOG00000008585	9	3	4	3	0	0
ENSRNOG00000050149	0	0	0	0	0	0
ENSRNOG00000008613	112	152	87	910	613	641
ENSRNOG00000025991	104	134	179	252	199	336
ENSRNOG00000008980	95	136	146	240	260	310
ENSRNOG00000009135	10	6	12	3	6	17
ENSRNOG00000009163	143	227	165	367	443	591
ENSRNOG00000009258	104	198	440	359	244	499
ENSRNOG00000061046	14	12	11	10	5	18
ENSRNOG00000033874	4	1	2	0	0	0
ENSRNOG00000052413	3	2	3	0	0	0
ENSRNOG00000052444	850	979	197	1176	2971	1696
ENSRNOG00000009711	8	7	7	21	19	28
ENSRNOG00000009894	425	491	230	539	1265	1094
ENSRNOG00000054749	1	0	0	0	0	0
ENSRNOG00000010053	23	6	12	23	28	58
ENSRNOG00000036462	9	0	1	0	0	0
ENSRNOG00000036271	0	1	0	0	0	0
ENSRNOG00000010513	196	196	53	149	379	221
ENSRNOG00000010546	5	1	0	0	0	1
ENSRNOG00000047914	0	0	0	0	0	0
ENSRNOG00000059771	0	0	0	0	0	0
ENSRNOG00000011008	326	384	218	557	962	827
ENSRNOG00000052925	4	0	0	0	1	1
ENSRNOG00000052257	3	1	1	0	0	0
ENSRNOG00000047453	122	182	116	466	453	626
ENSRNOG00000046905	95	103	56	134	315	364
ENSRNOG00000008869	26	10	21	11	4	9
ENSRNOG00000008902	11	13	5	19	6	8
ENSRNOG00000009096	87	80	21	51	126	56
ENSRNOG00000009197	11	5	7	4	2	2
ENSRNOG00000009112	624	820	775	1622	1228	1565
ENSRNOG00000009565	53	38	24	29	126	70
ENSRNOG00000033695	2	0	1	0	0	0
ENSRNOG00000009700	23	21	34	30	32	55
ENSRNOG00000051626	11	5	2	1	1	1
ENSRNOG00000051922	396	553	132	756	1662	1360
ENSRNOG00000050855	0	0	0	0	0	0
ENSRNOG00000050469	0	0	0	0	0	0
ENSRNOG00000058221	0	0	0	0	0	0
ENSRNOG00000011292	7	3	2	2	0	1
ENSRNOG00000009957	85	112	166	249	298	357
ENSRNOG00000029278	1	1	3	7	3	2
ENSRNOG00000056814	1	1	1	0	0	1
ENSRNOG00000010420	1083	1434	1627	2295	2814	2452
ENSRNOG00000051264	23	10	29	44	34	67
ENSRNOG00000010822	6	9	21	21	12	24
ENSRNOG00000059652	0	0	0	0	0	1
ENSRNOG00000010905	28	21	43	69	26	66
ENSRNOG00000011283	17	21	19	50	95	70
ENSRNOG00000055663	0	0	0	0	0	0
ENSRNOG00000056239	0	0	0	0	0	0
ENSRNOG00000007374	6	4	0	0	0	0
ENSRNOG00000007546	389	941	1304	1736	1247	1457
ENSRNOG00000007804	1180	1698	569	2697	4607	3870
ENSRNOG00000051445	3	0	0	1	0	2
ENSRNOG00000033618	19	7	13	9	4	3
ENSRNOG00000007924	234	368	229	478	994	1108
ENSRNOG00000008309	208	309	328	497	757	609
ENSRNOG00000008524	105	165	260	386	454	779
ENSRNOG00000055697	5	3	3	7	4	7
ENSRNOG00000055379	2	0	0	1	0	1
ENSRNOG00000008628	80	162	69	268	384	368
ENSRNOG00000061072	4	0	0	1	0	0
ENSRNOG00000008939	4	1	2	1	4	1
ENSRNOG00000060558	1	1	0	0	0	0
ENSRNOG00000029574	48	53	20	215	135	124
ENSRNOG00000061702	0	2	0	1	0	0
ENSRNOG00000008962	2	1	1	0	1	1
ENSRNOG00000054988	2	0	1	1	0	0
ENSRNOG00000047566	2	2	3	2	0	2
ENSRNOG00000055593	0	1	0	1	0	0
ENSRNOG00000056499	0	2	3	0	0	0
ENSRNOG00000005512	1147	1233	984	2343	3153	2590
ENSRNOG00000005775	795	1004	977	978	1880	2273
ENSRNOG00000030151	34	45	40	32	34	54
ENSRNOG00000045242	1	0	1	1	0	0
ENSRNOG00000057426	12	12	12	7	0	1
ENSRNOG00000006206	272	328	174	463	1079	1042
ENSRNOG00000053063	2	0	1	0	0	0
ENSRNOG00000057708	0	0	1	0	0	0
ENSRNOG00000054870	1	0	1	0	0	0
ENSRNOG00000054496	2	1	1	2	0	0
ENSRNOG00000057613	1	0	0	0	0	0
ENSRNOG00000024709	11	2	6	1	0	0
ENSRNOG00000039626	3	1	1	0	0	0
ENSRNOG00000024685	3	2	1	0	0	0
ENSRNOG00000031045	0	1	1	0	1	0
ENSRNOG00000057290	351	522	245	544	1171	1114
ENSRNOG00000059639	1	0	0	0	2	0
ENSRNOG00000007224	136	125	126	165	221	229
ENSRNOG00000031207	13	0	9	1	0	0
ENSRNOG00000024636	20	25	9	18	46	22
ENSRNOG00000060069	93	147	130	154	220	220
ENSRNOG00000056090	0	0	0	0	0	0
ENSRNOG00000046454	2	0	0	0	0	0
ENSRNOG00000055859	3	0	0	0	0	0
ENSRNOG00000059350	167	80	32	6	259	44
ENSRNOG00000054508	42	23	28	23	33	43
ENSRNOG00000059175	0	0	0	0	0	0
ENSRNOG00000060740	2	3	2	0	1	0
ENSRNOG00000059347	24	55	79	47	49	95
ENSRNOG00000053787	403	405	315	459	705	757
ENSRNOG00000058512	0	0	0	0	0	0
ENSRNOG00000055103	33	9	13	11	3	5
ENSRNOG00000059674	6	2	0	5	1	0
ENSRNOG00000061845	49	40	61	40	51	62
ENSRNOG00000059602	0	0	0	0	0	0
ENSRNOG00000052702	0	1	2	1	0	0
ENSRNOG00000061595	123	219	54	307	513	338
ENSRNOG00000057891	0	0	0	0	0	0
ENSRNOG00000051952	900	976	530	932	1572	1233
ENSRNOG00000057713	98	123	51	216	385	428
ENSRNOG00000056836	584	825	269	474	1689	1449
ENSRNOG00000056346	1	0	0	0	0	0
ENSRNOG00000058227	2	0	0	0	0	0
ENSRNOG00000052745	223	242	171	305	352	376
ENSRNOG00000056207	1561	1737	522	2697	5355	4245
ENSRNOG00000056243	149	193	194	400	383	490
ENSRNOG00000012822	2	1	1	2	0	0
ENSRNOG00000051905	13	40	56	45	55	49
ENSRNOG00000060343	6	0	3	3	0	0
ENSRNOG00000058677	376	475	502	1022	1232	1156
ENSRNOG00000055481	4	3	6	7	5	5
ENSRNOG00000058543	1	0	1	0	0	0
ENSRNOG00000053335	0	0	0	0	0	0
ENSRNOG00000054230	0	0	0	0	0	0
ENSRNOG00000057555	0	0	0	0	0	0
ENSRNOG00000057163	1	0	0	0	0	0
ENSRNOG00000059016	294	403	280	876	817	1026
ENSRNOG00000060822	8	7	3	2	0	0
ENSRNOG00000005496	126	193	249	350	404	550
ENSRNOG00000021840	322	304	342	413	528	869
ENSRNOG00000005781	72	36	66	30	70	80
ENSRNOG00000060349	312	476	337	757	514	859
ENSRNOG00000006030	680	477	468	900	1230	1622
ENSRNOG00000039494	18	12	10	7	14	20
ENSRNOG00000007608	5	4	4	2	0	0
ENSRNOG00000007636	28	30	30	32	36	64
ENSRNOG00000041968	0	0	3	1	0	0
ENSRNOG00000042462	2	2	4	1	0	2
ENSRNOG00000021799	2	1	0	2	0	0
ENSRNOG00000060800	0	0	2	0	0	0
ENSRNOG00000008121	11	6	14	12	0	0
ENSRNOG00000021729	12	8	9	21	15	36
ENSRNOG00000045831	0	0	0	0	0	0
ENSRNOG00000005698	483	481	309	648	1043	894
ENSRNOG00000006365	12	2	8	10	9	12
ENSRNOG00000049639	0	0	0	0	0	0
ENSRNOG00000006975	299	378	267	680	776	963
ENSRNOG00000055651	3	0	1	0	0	0
ENSRNOG00000002524	12	10	13	10	9	18
ENSRNOG00000019986	195	307	213	647	943	1070
ENSRNOG00000054316	0	0	0	0	0	0
ENSRNOG00000059777	0	1	0	0	0	0
ENSRNOG00000055894	0	0	0	0	0	0
ENSRNOG00000021695	6	1	2	3	1	1
ENSRNOG00000007212	6	3	7	5	0	0
ENSRNOG00000007231	7	1	0	0	0	0
ENSRNOG00000039466	2	0	0	0	0	0
ENSRNOG00000052408	0	0	0	0	0	0
ENSRNOG00000039464	6	1	3	8	11	11
ENSRNOG00000060151	0	0	5	0	0	0
ENSRNOG00000058930	1	1	1	0	0	0
ENSRNOG00000051505	0	0	0	0	0	0
ENSRNOG00000059107	0	0	0	0	0	0
ENSRNOG00000057257	0	0	0	0	0	0
ENSRNOG00000059813	0	0	0	0	0	0
ENSRNOG00000053425	1	0	0	0	0	0
ENSRNOG00000021468	13	5	9	2	2	1
ENSRNOG00000052033	2	11	2	4	1	1
ENSRNOG00000036461	0	0	0	0	0	0
ENSRNOG00000007662	216	409	162	884	1053	1589
ENSRNOG00000007658	1	0	0	0	0	0
ENSRNOG00000052263	54	71	17	108	198	54
ENSRNOG00000007792	113	204	332	283	217	320
ENSRNOG00000007806	740	1504	3765	1961	1314	1975
ENSRNOG00000007942	14	23	48	34	26	31
ENSRNOG00000008020	5	3	3	1	0	0
ENSRNOG00000031173	660	1062	1506	1503	1604	1881
ENSRNOG00000008098	15	11	9	15	6	8
ENSRNOG00000035598	2	1	0	0	0	0
ENSRNOG00000045797	17	18	18	5	6	9
ENSRNOG00000005468	101	170	205	223	322	334
ENSRNOG00000039388	11	3	5	2	0	0
ENSRNOG00000020032	51	136	244	245	133	228
ENSRNOG00000060084	0	0	0	0	0	0
ENSRNOG00000054999	241	108	46	51	105	87
ENSRNOG00000039383	4	2	4	2	0	2
ENSRNOG00000006132	8	6	5	4	2	4
ENSRNOG00000006197	4465	5167	2225	4018	10292	10117
ENSRNOG00000006874	5	1	0	0	0	0
ENSRNOG00000007100	63	139	157	184	171	207
ENSRNOG00000056668	3	0	0	1	0	0
ENSRNOG00000007281	154	187	213	94	218	124
ENSRNOG00000007392	211	229	183	456	568	428
ENSRNOG00000042149	2	1	8	5	1	6
ENSRNOG00000021855	32	12	28	10	3	6
ENSRNOG00000007437	86	149	212	258	187	164
ENSRNOG00000021758	764	1074	1304	1288	1807	2250
ENSRNOG00000007900	56	153	332	400	218	327
ENSRNOG00000008332	60	70	92	94	53	86
ENSRNOG00000039300	85	134	246	169	185	245
ENSRNOG00000057729	26	49	55	35	44	38
ENSRNOG00000008752	247	424	604	925	846	1193
ENSRNOG00000035624	0	0	0	0	0	0
ENSRNOG00000035451	2	1	5	1	0	0
ENSRNOG00000048205	634	1101	1600	1853	1441	2074
ENSRNOG00000054042	63	168	377	261	153	299
ENSRNOG00000055602	0	0	0	0	0	0
ENSRNOG00000010154	73	133	290	168	163	225
ENSRNOG00000010267	577	980	1445	1896	1579	2298
ENSRNOG00000061434	3	1	3	1	0	0
ENSRNOG00000028219	82	193	287	428	276	570
ENSRNOG00000010345	14	15	27	49	50	47
ENSRNOG00000028092	20	12	10	15	22	11
ENSRNOG00000010463	18	5	13	2	1	5
ENSRNOG00000010467	10	1	4	1	0	0
ENSRNOG00000010725	6	2	7	9	6	3
ENSRNOG00000010950	29	59	84	89	86	124
ENSRNOG00000048088	85	86	105	155	117	186
ENSRNOG00000011014	361	635	524	805	1622	1557
ENSRNOG00000011108	13	1	5	1	0	0
ENSRNOG00000027557	12	6	3	2	1	0
ENSRNOG00000035458	1	0	0	0	0	0
ENSRNOG00000035463	0	0	0	0	0	0
ENSRNOG00000054990	29	34	59	57	60	67
ENSRNOG00000054514	635	836	560	1506	2073	2109
ENSRNOG00000012495	244	366	374	480	467	651
ENSRNOG00000032847	1	8	5	5	11	5
ENSRNOG00000053863	5	5	1	4	0	0
ENSRNOG00000061626	2	2	2	1	0	0
ENSRNOG00000027055	2	2	1	1	0	0
ENSRNOG00000057552	2	0	0	0	0	0
ENSRNOG00000013072	54	95	122	163	98	146
ENSRNOG00000027692	2	0	3	0	0	0
ENSRNOG00000013211	618	836	935	1909	2131	1932
ENSRNOG00000055326	0	0	0	0	0	0
ENSRNOG00000048544	5	1	0	2	0	1
ENSRNOG00000046023	415	674	611	830	1479	1746
ENSRNOG00000008775	21	25	24	40	33	54
ENSRNOG00000030979	4	7	2	4	2	2
ENSRNOG00000008851	317	503	780	931	1056	1437
ENSRNOG00000009513	253	406	500	466	661	699
ENSRNOG00000009734	144	131	66	106	110	209
ENSRNOG00000009875	3	0	4	1	3	1
ENSRNOG00000010133	378	1079	3465	6559	3029	6127
ENSRNOG00000027433	0	0	0	0	0	0
ENSRNOG00000046556	0	0	0	0	0	0
ENSRNOG00000010233	2020	3002	1523	1868	3083	4313
ENSRNOG00000010397	51	45	82	74	108	177
ENSRNOG00000026965	55	66	91	157	92	114
ENSRNOG00000026958	13	24	37	50	44	61
ENSRNOG00000010421	128	267	555	465	254	450
ENSRNOG00000010573	8	7	14	12	6	13
ENSRNOG00000026919	6	2	12	5	0	6
ENSRNOG00000010795	283	402	447	726	780	1136
ENSRNOG00000010852	432	958	1080	1641	1575	2453
ENSRNOG00000055267	0	0	0	1	1	0
ENSRNOG00000046109	128	210	791	248	207	333
ENSRNOG00000011184	13	3	7	9	0	7
ENSRNOG00000011750	71	84	69	61	187	311
ENSRNOG00000011857	467	728	834	914	1085	1642
ENSRNOG00000051677	1	0	0	0	0	0
ENSRNOG00000036272	0	0	0	0	0	0
ENSRNOG00000054211	0	0	1	0	0	0
ENSRNOG00000052478	4	0	1	1	0	0
ENSRNOG00000039142	0	0	0	0	0	0
ENSRNOG00000046972	10	3	7	7	4	2
ENSRNOG00000011946	458	431	276	311	1037	945
ENSRNOG00000026705	197	190	202	199	263	271
ENSRNOG00000012826	114	152	229	170	131	187
ENSRNOG00000059379	0	0	0	0	0	0
ENSRNOG00000013004	19	7	6	3	0	0
ENSRNOG00000059095	5	3	7	1	6	3
ENSRNOG00000013251	87	127	176	176	129	259
ENSRNOG00000013378	7	0	4	3	0	0
ENSRNOG00000013428	12	11	12	9	3	3
ENSRNOG00000013616	7	2	3	1	0	0
ENSRNOG00000013729	41	24	44	59	16	41
ENSRNOG00000013944	6	1	11	3	4	2
ENSRNOG00000013948	642	1077	1319	2191	1655	2575
ENSRNOG00000027617	116	139	109	150	270	303
ENSRNOG00000049746	4	3	2	1	3	3
ENSRNOG00000005564	381	647	799	833	840	1403
ENSRNOG00000053744	14	11	7	20	10	35
ENSRNOG00000005618	44	66	115	122	132	115
